input,output
"Players need to be on guard
for the hidden dangers and/or opportunities
that may exist in a given position.

Q: What do players need to be on guard for?

Referring to the passage above, the correct answer to the given question is",hidden dangers and/or opportunities
"For now, I
offer five representative examples (by no
means comprehensive) of what may await
an unsuspecting Othello player.

Q: How many examples does the author offer?

Referring to the passage above, the correct answer to the given question is",five
"See if you
can find the best move or sequence of
moves in each case before reading further.

Two players, both experienced chess players, are playing a game of chess. The game is very close and neither player wants to lose. Player A makes a move on the chess board and Player B moves a piece in response.

Who is more likely to win the game, Player A or Player B?",Player B
"I have a new situation: Dan is studying for his math test. Today, he is studying diagrams. He found two diagrams that involve unu-sual aspects of the main diagonal. He labeled them as diagram A and diagram B.

But I can use this background: The first two Diagrams both involve unu-
sual aspects of the main diagonal (see also
Point #8).

What is an answer for this question: Which diagram is more unusual, diagram A or diagram B?",diagram B
"In Diagram 72, al would be a
mistake since it allows White to continue
with bl, thereby gaining undeniable access
to the h8 comer.

With reference to the above context, What does Diagram 72 allow White to continue with?",bl
"The best move is b1(‘), ex-
tending Black's control of the main diago-
nal.

Q: What is the best move?

Referring to the passage above, the correct answer to the given question is","b1(‘), ex-"
"I have a game board like this:

White's position now crumbles as he is
forced to choose between g1 or h7.

And I want to answer this question: What will White want to do next?",choose between g1 or h7
"I know that the answer to the question ""What is the number in the diagram?"" is in ""In Dia-
gram 73, White's control of the al-h8 main
diagonal unexpectedly winds up costing
him the game."". Can you tell me what it is?",73
"White wants to get 2 of the 3
remaining moves in the al corner region and
so begins by going to b1.

Given the question ""What is White's goal?"", what is the answer ""win the game""?",win the game
"I have a new situation: Black and White are playing a game of Reversi. Black has just finished his move and it's now White's turn. The board looks like this: 
Black continues
with al, but since Black has no discs on the
main diagonal, b2 does not get flipped.

Given the paragraph above, please answer correctly the following question: Will White's next move be to flip b2 or not flip b2?",not flip b2
"This
prevents White from gaining access to a2,
forcing White to go to g8.

Q: What does this prevent White from doing?

A:",gaining access to a2
"Black now gets
both a2 and h8 and wins the game.

Q: What does Black get?

A:",both a2 and h8
"I have a test where I am given the following article, what is the answer to the question: What is the name of the person who would have lost? ?

(Note:
even if White had begun with g8, he still
would have lost.)",White
"Sometimes, the best move is so counter-
intuitive, or so seems to violate established
principles, that it is very difficult to find it.

Q: What is the best move sometimes?

A:",counter-intuitive
"Thus, m Diagram 74, Black wants to get 2 of
the three moves in the a8 comer region and
would even being willing to give up the a8
corner to do so.

Q: What is Black willing to give up to get 2 of the 3 moves in the a8 comer region?

Referring to the passage above, the correct answer to the given question is",a8 corner
"The move to b8 fails, since
after White takes a8, Black does not have ac-
cess to b7.

White takes a8, and black does not have access to what?",b7
"I can use this background: Similarly, the move to b7 fails,
since White can now balance the South edge
by taking b8 without giving Black access to
a8.

Now, I have a new situation: John and Keith are playing a game of chess. After thinking for a while, John makes his move and says ""I'm taking b8 without giving black access to a8"". Keith says ""ok"" and makes his move.

Answer this question please: Who is white?",John
